teams	3
13	241233	9571	Cornell huehue	Cornell University	Cornell	USA
10	240996	9571	Turing Morocco	Carleton College	Carleton	USA
117	240514	9571	Trojans	University of Southern California	USC	USA
63	240509	9571	Schneidartha	Princeton University	Princeton	USA
11	240854	9571	XP-Developer	Carnegie Mellon University	Carnegie Mellon	USA
47	240219	9571	MIT2	Massachusetts Institute of Technology	MIT	USA
28	240862	9571	Harvard	Harvard University	Harvard	USA
114	240861	9571	Benchwarmers	University of Minnesota - Twin Cities	U Minnesota - TC	USA
111	240856	9571	University of Maryland	University of Maryland	U Maryland	USA
122	240209	9571	Do you even PSPACE?	University of Wisconsin - Madison	U Wisconsin - Madison	USA
